activity_identifier,result_ref,indicator_ref,indicator_measure,ascending,aggregation_status,sector,title,description,baseline_year,baseline_iso_date,baseline_value,baseline_comment
XM-DAC-46007-501218,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,109,NULL
XM-DAC-46007-501224,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,NULL,0,NULL
XM-DAC-46007-501224,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2025,NULL,112,NULL
XM-DAC-46007-501224,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,5734801,NULL
XM-DAC-46007-501224,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,1964,NULL
XM-DAC-46007-501224,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,38,NULL
XM-DAC-46007-501224,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,15107,NULL
XM-DAC-46007-501224,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,109,NULL
XM-DAC-46007-501226,result_2,result_2_5,1,1,NULL,Energía,Líneas de transmisión eléctrica nuevas,Número de kilómetros de líneas de transmisión eléctrica para conducción instaladas como parte del proyecto. Este indicador solo se utiliza si es una ampliación de la red existente o la construcción de una nueva red.,2025,NULL,0,NULL
XM-DAC-46007-501226,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,2096067,NULL
XM-DAC-46007-501226,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501226,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,14,NULL
XM-DAC-46007-501226,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501226,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,197,NULL
XM-DAC-46007-501227,result_1,result_1_23,1,1,NULL,OPD,"Implementación de políticas, acciones, iniciativas, acuerdos - OPD","Cantidad de políticas, acciones, iniciativas, acuerdos, entre otros, implementadas en el marco de una Operación de Política de Desarrollo (OPD).",2025,NULL,7,NULL
XM-DAC-46007-501229,result_2,result_2_3,1,1,NULL,Energía,Potencia,"Cantidad de energía producida por el proyecto o programa por unidad de tiempo; es decir, lo máximo que pueden desarrollar el proyecto en un momento dado en vatios de electricidad (El Mega Watts o Mega Vatio equivale a 1 millón de Vatios  = 1 millón de julio por segundo).",2025,NULL,0,NULL
XM-DAC-46007-501229,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,8466816,NULL
XM-DAC-46007-501229,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,645,NULL
XM-DAC-46007-501229,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,2224,NULL
XM-DAC-46007-501238,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,467334,NULL
XM-DAC-46007-501238,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501238,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501238,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501238,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,100,NULL
XM-DAC-46007-501239,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,0,NULL
XM-DAC-46007-501239,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501239,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_2,result_2_2,1,1,NULL,Víal,Longitud de carretera rehabilitada,Número de kilómetros rehabilitados en el proyecto. Este indicador solo se utiliza en la mejora de una carretera existente.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_2,result_2_17,1,1,NULL,Víal,Puentes nuevos - rehabilitados,Cantidad de puentes contruidos y/o rehabilitados dentro del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2025,NULL,0,NULL
XM-DAC-46007-501243,result_2,result_2_1,1,1,NULL,Víal,Longitud de carretera nueva,"Número de kilómetros de carretera construidos en el proyecto, que corresponde a la superficie preparada para el   tránsito de vehículos motorizados, de por lo  menos dos ejes, con  características geométricas definidas de acuerdo a las normas técnicas vigentes.",2025,NULL,0,NULL
XM-DAC-46007-501243,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,73974,NULL
XM-DAC-46007-501243,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,73974,NULL
XM-DAC-46007-501243,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_1,result_1_27,2,1,NULL,Efectos,Empleos temporales mujeres %,Cantidad de mujeres con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,14,NULL
XM-DAC-46007-501243,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,14,NULL
XM-DAC-46007-501243,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501243,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,57,NULL
XM-DAC-46007-501243,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,57,NULL
XM-DAC-46007-501247,result_2,result_2_16,1,1,NULL,Turismo,Camas de hotel,Cantidad de camas brindadas para el hotel enmarcado en el proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501247,result_1,result_1_28,1,1,NULL,Efectos,Beneficiarios,"Número de personas, empresas, organizaciones  beneficiadas directamente de los programas, proyectos y servicios financieros facilitados por el Banco.",2025,NULL,0,NULL
XM-DAC-46007-501247,result_1,result_1_26,1,1,NULL,Efectos,Empleos fijos mujeres,Cantidad de mujeres con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,22,NULL
XM-DAC-46007-501247,result_1,result_1_25,1,1,NULL,Efectos,Empleos temporales,Cantidad de personas con contrato temporal  empleadas directamente en la ejecución y/o en la operación del proyecto.,2025,NULL,0,NULL
XM-DAC-46007-501247,result_1,result_1_24,1,1,NULL,Efectos,Empleos fijos,Cantidad de personas con contrato de tiempo indefinido empleadas directamente en la operación del proyecto.,2025,NULL,50,NULL
