activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa012677,2,1,El objetivo general de la operación es apoyar a la República del Ecuador mediante una operación de libre disponibilidad y rápido desembolso en reconocimiento a los esfuerzos realizados por el país en acciones de política pública relacionadas con la Transición para la Transformación Productiva y Sostenible del Agro Ecuatoriano.,,1
XM-DAC-46008-cfa012677,1,2,"El financiamiento ha sido estructurado bajo la modalidad de un préstamo basado en una Matriz de Políticas Públicas(PBL) por un monto de  hasta USD 250 MM. Esta operación reconocerá las acciones de política pública que conduzcan a una “Transición para la Transformación Productiva y Sostenible en el Agro Ecuatoriano”, en materia de mejora de la productividad del sector, fortalecimiento de la seguridad alimentaria y nutricional, lograr equidad en el sector agrícola, así como en el desarrollo de un sector agropecuario sostenible, inclusivo, libre de deforestación, bajo en emisiones de carbono y resiliente a los efectos del cambio climático.",,1
XM-DAC-46008-cfa010852,2,1,"Proveer mayor confiabilidad y seguridad al suministro eléctrico de los sistemas este, norte, sur y central del país, así como mejorar la infraestructura de distribución en las zonas rurales de la Región Oriental, incrementando la calidad del servicio eléctrico, disminuyendo las interrupciones en el suministro y aumentando la capacidad de transmisión del Sistema Interconectado Nacional (SIN).",,1
XM-DAC-46008-cfa010852,1,2,"El Programa fortalecerá el suministro eléctrico en la Región Oriental a través de obras en transmisión en extra alta y alta tensión que permitirán canalizar mayor energía hacia los sistemas este, norte, sur y central, que serán complementadas con la refacción y mejoramiento de las redes de distribución eléctrica rural. El Programa se estructura en cuatro (4) componentes: (i) Refuerzo del sistema eléctrico de transmisión en 500 kV< (ii) Refuerzo del sistema eléctrico de transmisión en 220 kV< (iii) Mejoramiento del sistema de distribución de energía eléctrica del programa de autoayuda< y (iv) Otros costos. Con el componente 1 se desconcentrará la capacidad de transformación de la Subestación (SE) Margen Derecha ubicada en la Central Hidroeléctrica (CH) Itaipú, a través de la construcción de la SE Minga Guazú e interconexión en 500 kV y 220 kV, con lo que dará mayor confiabilidad y seguridad al suministro eléctrico de los sistemas este, norte, sur y central. El componente 2 fortalecerá la infraestructura eléctrica de las redes de transmisión del sistema sur de SIN, a través de la construcción de la SE María Auxiliadora e interconexión en 220 kV y alimentadores para distribución en la zona. Por otra parte, el componente 3 incluye la intervención de 5.000 km de las líneas rurales de distribución en baja y media tensión, construidos bajo el sistema de autoayuda, con el fin de mejorar el servicio con acciones como el reemplazo de conductores, torres y transformadores de tensión, entre otros ",,1
XM-DAC-46008-cfa012400,2,1,"El objetivo del Programa es apoyar la modernización, fortalecimiento y construcción de infraestructura aeronáutica, orientada a reducir los costos y tiempos de conectividad por vía aérea en El Salvador, a fin de impulsar el sector turístico y la competitividad del país, y, a la vez, fortalecer la resiliencia y capacidad de respuesta ante desastres naturales.",,1
XM-DAC-46008-cfa012400,1,2,"El Programa propone intervenciones de nueva construcción, ampliación y mejora de la infraestructura aeronáutica existente, mediante la construcción de un nuevo aeropuerto internacional en la zona oriental del país y la rehabilitación y modernización de instalaciones aeroportuarias de menor tamaño< sumado a actuaciones de fortalecimiento institucional para el desarrollo del sector, optimizando la conexión aérea del país, fortaleciendo la resiliencia ante desastres y promoviendo su integración regional. Conforme a la evaluación realizada, la operación se estructura con los siguientes componentes: Componente 1. Construcción y modernización de aeropuertos regionales. Este contempla: 1.1 Aeropuerto Internacional del Pacífico< 1.2 Aeropuerto de Ilopango< 1.3 Aeropuerto de Tonalá (u otro). Componente 2. Estudios y supervisión, incluyendo: 2.1 Supervisión técnica, ambiental y social, y, PMO< 2.2 Estudios complementarios (ambiental, técnicos, etc.). Componente 3. Imprevistos, relacionados a contingencias presupuestarias en cualquiera de los otros componentes. Componente 4. Fortalecimiento institucional< vinculado al apoyo al fortalecimiento institucional para el desarrollo del sector aeronáutico en El Salvador. Componente 5. Gestión del Programa. Este contempla: 5.1 Apoyo técnico y administrativo UGP< 5.2 Auditoría externa< 5.3 Gastos de Evaluación< y, 5.4 Comisión de financiamiento.",,1
XM-DAC-46008-cfl0000003619,2,1,"Financiamiento a la micro, pequeña y mediana empresa en Costa Rica.",,1
XM-DAC-46008-cfl0000003619,1,2,"Línea de Crédito Revolvente No Comprometida por un monto de USD $15.000.000,00",,1
XM-DAC-46008-cfa010824,2,1,"Promover la integración y el desarrollo urbano, social y ambiental del Municipio de Camaçari, a través de la provisión de infraestructura urbana y la implementación de una estrategia de desarrollo socioeconómico sostenible.",,1
XM-DAC-46008-cfa010824,1,2,"El Programa plantea la integración de ambas regiones costera y central, a través de diversas acciones específicas entre las que se destacan: soluciones viales que consoliden la conexión entre el polo industrial, el núcleo urbano y la zona costera con las principales vías de acceso del Municipio, acciones en materia de educación, espacios públicos, transporte, centros logísticos, entre otras, de cara a promover por un lado, una mejor inserción laboral de los ciudadanos del Municipio, y por el otro, que la población flotante que trabaja en el polo industrial fije su residencia en la ciudad. El Programa se estructura a partir de tres componentes: (i) Obras de integración urbana< (ii) Acciones para el desarrollo sectorial e institucional< y (iii) Gestión del Programa. ",,1
XM-DAC-46008-cfa011807,2,1,"El Proyecto tiene como objetivo mejorar la productividad y propiciar la integración económica regional con vinculación internacional, a través del incremento de la cobertura de carreteras pavimentadas en la RVF, mediante la construcción de la carretera entre las localidades de Escoma y Pacobamba en el Departamento de La Paz.",,1
XM-DAC-46008-cfa011807,1,2,"El Proyecto contempla la construcción del Tramo I de la carretera Escoma – Charazani de 42 km de longitud entre Escoma y Pacobamba, que forma parte de la Ruta Vial Fundamental N° 16. Esta vía pertenece al corredor oeste-norte de Bolivia, uno de los ejes de integración regional, política y económica más necesitado del país, específicamente a uno de sus ramales más extensos y aún en desarrollo. Su concreción contribuirá, a su vez, a avanzar hacia la integración del norte del departamento de La Paz con el departamento de Pando, además de establecer una conexión hacia los puertos del Pacífico en Perú y Chile. ",,1
XM-DAC-46008-cfa011177,2,1,"Promover la integración socio-urbana de las villas Rodrigo Bueno, Villa 20 y Fraga.",,1
XM-DAC-46008-cfa011177,1,2,"El Programa desarrollará e implementará un conjunto de acciones y proyectos de urbanización para contribuir a mejorar la integración social, económica y física de los barrios Villa 20< Rodrigo Bueno y Villa Fraga al resto de la CABA. Los proyectos incluyen la construcción de vivienda nueva destinada a la población a ser relocalizada en cada Villa, la apertura de calles y pasajes, la provisión de equipamiento urbano, la mejora y consolidación del espacio público, la provisión de infraestructura básica de servicios urbanos tales como agua potable, alcantarillado, electricidad, y el mejoramiento de viviendas existentes, entre otros aspectos. La población conjunta objetivo del Programa alcanza a más de 50.000 habitantes. El Programa se estructura a partir de los siguientes 5 componentes, a saber: (i) Mejoramiento de infraestructura básica< (ii) Soluciones habitacionales< (iii) Equipamiento comunitario y espacio público< (iv) Fortalecimiento institucional< y (v) Administración del Programa. ",,1
XM-DAC-46008-cfa012116,2,1,El objetivo general del Programa consiste en mejorar la conectividad urbana a través de la construcción de pasos a distinto nivel en la Región Metropolitana de Buenos Aires.,,1
XM-DAC-46008-cfa012116,1,2," La ejecución del Programa permitirá evitar el contacto del servicio ferroviario y la red vial, así como también separar al ferrocarril de la circulación peatonal, reduciendo notoriamente los riesgos relacionados con cuestiones de seguridad vial y mejora significativamente la circulación vehicular, a la vez que se eliminan los limitantes a la frecuencia de operación de los ferrocarriles. El Programa prevé la construcción de pasos vehiculares y peatonales a distinto nivel ferroviario en líneas ferroviarias de la Región Metropolitana de Buenos Aires, y se realizarán las adecuaciones de calzadas y veredas en superficie según el nuevo trazado vial. Se colocarán también las correspondientes instalaciones, señalamiento y cartelería. Adicionalmente, de acuerdo con las necesidades particulares de cada cruce, se contemplarán adecuaciones de cercos ferroviarios, parquizaciones y provisión de mobiliario urbano. Considerando la evaluación efectuada, la operación se ha estructurado con los siguientes componentes: (i) Obra civil y supervisión< (ii) Estudios técnicos< (iii) Administración y Evaluación< y (iv) Otros gastos. Los 10 cruces priorizados para financiarse con recursos de este Programa beneficiarían a ocho municipios. El Programa beneficiará de forma directa al menos a 1.000.000 personas y a más de 4.900.000 de personas de forma indirecta.",,1
