activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XI-IATI-IADB-AR-L1280,1,1,"El objetivo general del proyecto es promover la eficiencia en laproducción y el uso de energía en Argentina. Los objetivos específicos son (i) aumentar las inversiones depequeñas y medianas empresas (PYME) (definidas según la clasificación del gobierno argentino) en energíarenovable y eficiencia energética mediante el acceso a financiamiento a mediano y largo plazo, y (ii) contribuir ala reducción de las emisiones de gases de efecto invernadero.",es,2
XI-IATI-IADB-AR-L1307,1,1,The general objective of the program is to help make the provinces more competitive. The specific objective is to improve the quality of service on the Provincial Road Network and the Municipal Road Network,en,1
XI-IATI-IADB-AR-L1307,1,1,El objetivo general del programa es contribuir a la mejora de la competitividad de las provincias. El objetivo específico es mejorar la calidad de servicio de la Red Vial Provincial (RVP) y la Red Vial Municipal (RVM).,es,2
XI-IATI-IADB-AR-L1391,1,1,The general objective is to strengthen connectivity in a sustainable manner between the provinces of Chaco and Corrientes. The specific objective is to improve the level of service and resilience in the physical connection between RN11 and RN12 in the provinces of Chaco and Corrientes.,en,1
XI-IATI-IADB-AR-L1391,1,1,"El objetivo general es fortalecer la conectividad, con criterios de sostenibilidad ambiental, entre las provincias de Chaco y Corrientes. El objetivo específico es mejorar el nivel de servicio y la resiliencia en la conexión física entre las RN11 y RN12 en las provincias de Chaco y Corrientes.",es,2
XI-IATI-IADB-AR-L1422,1,1,Water security improvement program in the Province of Mendoza,en,1
XI-IATI-IADB-AR-L1422,1,1,Contribuir a mejorar la seguridad hídrica en la provincia de Mendoza,es,2
XI-IATI-IADB-AR-L1272,1,1,"The program objective is to contribute to making the administrative and technical management of public
investment processes of the Government of Buenos Aires Province more effective, to reduce the loss of social benefits as
a result of delays in implementing road, water access, and school infrastructure projects.",en,1
XI-IATI-IADB-AR-L1272,1,1,"El objetivo del programa es contribuir a mejorar la eficacia de la gestión administrativa y técnica
de los procesos de inversión pública del Gobierno de la PBA, con el fin de disminuir la pérdida de beneficios sociales
generados por el retraso en la implementación de los proyectos viales, de acceso a agua y de infraestructura escolar",es,2
XI-IATI-IADB-AR-L1351,1,1,The general development objective is to contribute to sustainable and resilient growth in Argentina. The specific development objectives are: (i) strengthen the government's capacity for planning and financing climate action; (ii) develop a favorable framework for sustainable finance; and (iii) promote policies that contribute to the circular economy and decarbonization.,en,1
XI-IATI-IADB-AR-L1351,1,1,El objetivo general de desarrollo consiste en contribuir a un crecimiento sostenible y resiliente de Argentina. Los objetivos de desarrollo específicos son: (i) fortalecer la capacidad del gobierno para la planificación y financiamiento de la acción climática; (ii) desarrollar un marco favorable para las finanzas sostenibles; y (iii) impulsar políticas que contribuyan a la economía circular y la descarbonización.,es,2
XI-IATI-IADB-AR-L1405,1,1,The general development objective is to improve the technical efficiency of public expenditure. The specific objective is to improve the efficiency of public resource management processes and systems.,en,1
XI-IATI-IADB-AR-L1405,1,1,El objetivo general de desarrollo es mejorar la eficiencia técnica del gasto público. El objetivo específico es mejorar la eficiencia de los procesos y sistemas de gestión de recursos públicos.,es,2
XI-IATI-IADB-AR-L1361,1,1,Contribute socio-urban integration and habitat improvement of vulnerable households.,en,1
XI-IATI-IADB-AR-L1361,1,1,Contribuir a la integración socio urbana y la mejora de las condiciones habitacionales de los Hogares Vulnerables.,es,2
XI-IATI-IADB-AR-L1142,1,1,"To increase the effectiveness of the National Government¿s programs geared at reducing the prevalence and improving the management of non-transmissible chronic diseases, based on the Strategy to Strengthen the First Level of Care and the consolidation of health services networks.",en,1
XI-IATI-IADB-AR-L1142,1,1,"Incrementar la efectividad de programas del Gobierno Nacional dirigidos a reducir la prevalencia y a mejorar el manejo de enfermedades crónicas no transmisibles, basado en la Estrategia de Fortalecimiento del Primer Nivel de Atención del Sistema de Salud y la consolidación de redes de atención.",es,2
XI-IATI-IADB-AR-L1198,1,1,"The objective of the Conditional Credit Line for Investment Projects (CCLIP) is to contribute to the competitiveness and development of
regional rural economies through the execution of individual programs consistent with this purpose. Specifically, the third individual
operation proposed herein seeks improvements to productivity and an increase in sales and value-added for small and medium-sized
agricultural producers, with a focus on increasing resilience to climate change",en,1
XI-IATI-IADB-AR-L1198,1,1,"El objetivo de la Línea de Crédito Condicional para Proyectos de Inversión (CCLIP) es contribuir a la competitividad y el
desarrollo de las economías rurales regionales, a través de la ejecución de programas individuales consistentes con esta
finalidad. Específicamente, la tercera operación individual aquí propuesta busca la mejora en la productividad, el
incremento de las ventas y agregado de valor de pequeños y medianos productores agropecuarios, con un enfoque de
fortalecimiento de la resiliencia al Cambio Climático (CC)",es,2
XI-IATI-IADB-AR-L1133,1,1,"Objective: The objective of the program is to improve the accessibility, efficiency, and safety of priority roads of the national road network (RVN) and feeder roads of the provincial road network (RVP) in the Norte Grande region (RNG), through the widening, rehabilitation, and improvement of road corridors that connect production centers with local and foreign markets. To ensure the sustainability of these investments, the works financed by the program will be incorporated into the road maintenance management systems. This objective contributes to sustainable economic development in the RNG. To achieve these objectives, the project was structured under the following main components: (i) engineering works; (ii) road safety; (iii) institution strengthening; (iv) administration, studies, and supervision.",en,1
XI-IATI-IADB-AR-L1133,1,1,"El objetivo del Programa es mejorar las condiciones de accesibilidad, eficienciay seguridad de vías prioritarias de la Red Vial Nacional (RVN) y vías limentadoras de la Red Vial Provincial (RVP) en la Región del Norte Grande (RNG), mediante la ampliación, rehabilitación y mejora de corredores viales que conectan centros de producción con mercados locales y externos. Asimismo, el Programa busca promover la sostenibilidad de las inversiones mediante la incorporaciónde las obras financiadas a los sistemas de gestión de mantenimiento vial. Este objetivo contribuye al desarrollo económico sostenible de la RNG. Para lograr estos objetivos, el proyecto ha sido estructurado en los siguientes componentes principales: (i) Obras de Ingeniería; (ii) Seguridad Vial; (iii) Fortalecimiento Institucional; (iv) Administración, Estudios y Supervisión.",es,2
XI-IATI-IADB-AR-L1289,1,1,"The general objective of the program is to contribute to improving the quality of life of the population in localities with less than 50,000 inhabitants throughout the national territory through the provision of drinking water and sanitation services.",en,1
XI-IATI-IADB-AR-L1289,1,1,El objetivo general del programa es contribuir a mejorar la calidad vida de la población en localidades menores a 50.000 habitantes en todo el territorio nacional mediante la provisión de servicios de agua potable y saneamiento.,es,2
XI-IATI-IADB-AR-L1148,1,1,The program main objetcive is to reduce the urban infraestructure deficits existing in municipalities in Argentina,en,1
XI-IATI-IADB-AR-L1148,1,1,El objetivo de la operación es disminuir los deficits existentes de infraestructura y servicios públicos urbanos en Argentina,es,2
XI-IATI-IADB-AR-L1079,1,1,The general objective of the Program is to efficiently support and contribute to the supply of electricity to the different regions in the argentinian electric system. The works to be financed will help overcome the problems and risks that the electricity transmission system of Argentina faces. The specific objectives of the Program are to: (i) recover the electricity transmission capacity at the provincial level; and (ii) increase the efficiency and reliability of the transmission and distribution systems.,en,1
XI-IATI-IADB-AR-L1079,1,1,El objetivo general del Programa es apoyar y contribuir de manera eficiente el abastecimiento eléctrico en las distintas regiones del sistema eléctrico argentino. Las obras presentadas permitirán superar los problemas y riesgos que enfrenta el sector de transporte de energía eléctrica en la Argentina. Los objetivos específicos del Programa son: (i) recuperar la capacidad de transmisión de energía eléctrica a nivel provincial; y (ii) aumentar la eficiencia y confiabilidad del sistema de transmisión y distribución.,es,2
