activity_identifier,transaction_ref,transaction_type,transaction_date,value,currency,value_date,description,provider_org_ref,provider_org_name,provider_org_type,receiver_org_ref,receiver_org_name,receiver_org_type,receiver_org_activity_id,disbursement_channel,flow_type,finance_type,aid_type,tied_status,humanitarian,recipient_region
XM-DAC-928-AR-2022-23-01.003.AM01.ARG05,,3,2023-12-31,5498.7000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG01,,2,2022-01-01,1857.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,,2,2022-01-01,0.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,,11,2022-01-01,17905.5000,USD,2022-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,,4,2023-12-31,5628.4000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,,3,2023-12-31,301.8000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,2,,,
XM-DAC-928-AR-2022-23-02.001.AM01.ARG02,,4,2023-12-31,11921.2000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,2,2022-01-01,102661.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,11,2022-01-01,41095.3000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,11,2022-01-01,30000.0000,USD,2022-01-01,,US-USAGOV,"Centers for Disease Control and Prevention (CDC), United States of America",10,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,11,2022-01-01,8048.4000,USD,2022-01-01,,DAC-1601,Bill &amp; Melinda Gates Foundation,60,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,11,2022-01-01,27094.3000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,26920.7000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,32003.8000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,18.7000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,1959.8000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,2.8000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,3,2023-12-31,8269.8000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,3,2023-12-31,700.9000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,33503.7000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.002.AM01.ARG03,,4,2023-12-31,2856.7000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,2,2022-01-01,63457.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,11,2022-01-01,49432.5000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,4,2023-12-31,12183.3000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,4,2023-12-31,615.5000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,4,2023-12-31,25250.0000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,4,2023-12-31,8.2000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-02.003.AM01.ARG02,,4,2023-12-31,11375.6000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,2,2022-01-01,182376.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,11,2022-01-01,2030.2000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,11,2022-01-01,20000.0000,USD,2022-01-01,,,Japan,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,11,2022-01-01,15000.0000,USD,2022-01-01,,,Luxembourg,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,11,2022-01-01,128160.0000,USD,2022-01-01,,,Bloomberg Family Foundation,,XM-DAC-928,World Health Organization,40,,,30,,4,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,11,2022-01-01,16667.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,34088.0000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,16414.0000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,15432.2000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,162.6000,USD,2023-12-31,"Equipment, Vehicles and Furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,256.2000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,108160.9000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,749.4000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,3008.7000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG01,,4,2023-12-31,3548.4000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,2,2022-01-01,43720.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,11,2022-01-01,4082.2000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,11,2022-01-01,23829.9000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,4,2023-12-31,23099.5000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,4,2023-12-31,18.9000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,4,2023-12-31,5.7000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,3,2023-12-31,2409.4000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-03.001.AM01.ARG02,,4,2023-12-31,2378.5000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,,2,2022-01-01,12790.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,,11,2022-01-01,9999.1000,USD,2022-01-01,,,Norway,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG01,,4,2023-12-31,9999.1000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,,2,2022-01-01,6217.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,,11,2022-01-01,1719.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-03.002.AM01.ARG02,,4,2023-12-31,1719.0000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,2,2022-01-01,322334.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,11,2022-01-01,57747.3000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,11,2022-01-01,166073.8000,USD,2022-01-01,,41AAA,United Nations Office for Project Services (UNOPS),40,XM-DAC-928,World Health Organization,40,,,10,,4,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,11,2022-01-01,17467.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,4,2023-12-31,18605.5000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,4,2023-12-31,143178.2000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,4,2023-12-31,259.6000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,3,2023-12-31,46723.0000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,3,2023-12-31,13724.1000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,4,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,4,2023-12-31,9171.4000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,4,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG01,,4,2023-12-31,9626.2000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-03.003.AM01.ARG02,,2,2022-01-01,8934.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,,2,2022-01-01,151373.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,,11,2022-01-01,119847.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,,11,2022-01-01,4563.5000,USD,2022-01-01,,,European Commission,,XM-DAC-928,World Health Organization,40,,,30,,2,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,,4,2023-12-31,4225.7000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,,4,2023-12-31,4563.5000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG01,,4,2023-12-31,115621.3000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG02,,2,2022-01-01,3233.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,,2,2022-01-01,73118.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,,11,2022-01-01,4711.0000,USD,2022-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,2,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,,11,2022-01-01,88893.1000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,,4,2023-12-31,468.6000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,,4,2023-12-31,4711.7000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,,
XM-DAC-928-AR-2022-23-04.001.AM01.ARG03,,4,2023-12-31,88424.4000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,,2,2022-01-01,172069.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,,11,2022-01-01,99608.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,,4,2023-12-31,18424.7000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,,4,2023-12-31,4832.1000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,,4,2023-12-31,57724.7000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG01,,4,2023-12-31,18360.8000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,,2,2022-01-01,1260.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,,11,2022-01-01,15918.2000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG02,,4,2023-12-31,15918.2000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG03,,2,2022-01-01,1260.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG04,,2,2022-01-01,995.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,,2,2022-01-01,25365.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,,11,2022-01-01,7580.3000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,,11,2022-01-01,26437.6000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,40,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,,4,2023-12-31,23774.9000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,,4,2023-12-31,675.8000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.002.AM01.ARG06,,4,2023-12-31,9567.2000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG01,,2,2022-01-01,232.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,,2,2022-01-01,109799.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,,11,2022-01-01,60080.0000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG02,,4,2023-12-31,60080.0000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,,2,2022-01-01,71355.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,,11,2022-01-01,13413.9000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,,4,2023-12-31,3573.4000,USD,2023-12-31,"Equipment, Vehicles and Furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,,4,2023-12-31,6957.3000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG03,,4,2023-12-31,2883.1000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,,2,2022-01-01,313446.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,,11,2022-01-01,237149.6000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,10,,1,,,
XM-DAC-928-AR-2022-23-04.003.AM01.ARG04,,4,2023-12-31,237149.6000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,1,,,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,2,2022-01-01,983578.0000000000,USD,2022-01-01,,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,,,,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,21034.4000,USD,2022-01-01,,,Denmark,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,453795.3000,USD,2022-01-01,,,Germany,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,50014.1000,USD,2022-01-01,,,Saudi Arabia,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,51990.2000,USD,2022-01-01,,,Netherlands,,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,59929.7000,USD,2022-01-01,,,France,,XM-DAC-928,World Health Organization,40,,,10,,2,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,272814.2000,USD,2022-01-01,,US-USAGOV,United States Department of State (USDOS),10,XM-DAC-928,World Health Organization,40,,,10,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,45000.0000,USD,2022-01-01,,,Wellcome Trust,,XM-DAC-928,World Health Organization,40,,,30,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,11,2022-01-01,29000.0000,USD,2022-01-01,,XM-DAC-30010,UNITAID,40,XM-DAC-928,World Health Organization,40,,,30,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,43998.7000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,635323.8000,USD,2023-12-31,Contractual Services,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,511.4000,USD,2023-12-31,"Equipment, Vehicles and Furniture",XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,725.3000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,694.3000,USD,2023-12-31,General Operating Expenses,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,21566.2000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,2110.3000,USD,2023-12-31,Medical Supplies and Materials,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,31854.8000,USD,2023-12-31,Staff and Other Personnel Costs,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,3,2023-12-31,157756.4000,USD,2023-12-31,Transfers and Grants to Counterparts,XM-DAC-928,World Health Organization,40,,,,,,,,3,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,13095.5000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,2,,true,
XM-DAC-928-AR-2022-23-13.002.AM01.ARG02,,4,2023-12-31,75941.6000,USD,2023-12-31,Travel,XM-DAC-928,World Health Organization,40,XM-DAC-928,World Health Organization,40,,,,,3,,true,
